source,target,hashtag
Real_Person_DH,krysiamichael,dhsi19
Real_Person_DH,ManifoldScholar,dhsi19
Real_Person_DH,mkgold,dhsi19
CarmenCCole,HeatherVHill,dhsi19
arbuckle_alyssa,ManifoldScholar,dhsi19
McGJoyce,morganluu,dhsi19
arbuckle_alyssa,uarizona,dhsi19
arbuckle_alyssa,ManifoldScholar,dhsi19
ManifoldScholar,arbuckle_alyssa,dhsi19
ManifoldScholar,ManifoldScholar,dhsi19
nadaTOs,kj_lanning,dhsi19
nadaTOs,AlyssaA_DHSI,dhsi19
nadaTOs,uvic,dhsi19
arbuckle_alyssa,ManifoldScholar,dhsi19
tremayning,krysiamichael,dhsi19
tremayning,ManifoldScholar,dhsi19
arungapatchka,RavynnKaMia,dhsi19
arungapatchka,DHQuarterly,dhsi19
arungapatchka,dorothyk98,dhsi19
arungapatchka,adler_melissa17,dhsi19
ManifoldScholar,WhatTheDickens,dhsi19
ManifoldScholar,krysiamichael,dhsi19
ManifoldScholar,ManifoldScholar,dhsi19
ManifoldScholar,mkgold,dhsi19
ericaincommons,davegaertner,dhsi19
ericaincommons,CLKCrompton,dhsi19
WhatTheDickens,krysiamichael,dhsi19
WhatTheDickens,ManifoldScholar,dhsi19
WhatTheDickens,mkgold,dhsi19
DJWrisley,quinnanya,dhsi19
friede,dorothyk98,dhsi19
friede,unsf_lorekeeper,dhsi19
noctambulate,krysiamichael,dhsi19
noctambulate,ManifoldScholar,dhsi19
archivist_kyoto,paularcurtis,dhsi19
archivist_kyoto,paularcurtis,dhsi19
archivist_kyoto,knagasaki,dhsi19
AlyssaA_DHSI,krysiamichael,dhsi19
AlyssaA_DHSI,ManifoldScholar,dhsi19
AlyssaA_DHSI,dorothyk98,dhsi19
ManifoldScholar,krysiamichael,dhsi19
ManifoldScholar,ManifoldScholar,dhsi19
erinannmcc,kj_lanning,dhsi19
erinannmcc,AlyssaA_DHSI,dhsi19
erinannmcc,uvic,dhsi19
krysiamichael,ManifoldScholar,dhsi19
DHInstitute,AlyssaA_DHSI,dhsi19
CCP_org,unsf_lorekeeper,dhsi19
CCP_org,FemDH,dhsi19
RavynnKaMia,DHQuarterly,dhsi19
RavynnKaMia,dorothyk98,dhsi19
yclepit,dorothyk98,dhsi19
Hebemania,arungapatchka,dhsi19
Hebemania,Ponca_Found,dhsi19
smhumphreys,davegaertner,dhsi19
smhumphreys,CLKCrompton,dhsi19
AlyssaA_DHSI,ETCLatUVic,dhsi19
AlyssaA_DHSI,UVSSFelicitas,dhsi19
AlyssaA_DHSI,davegaertner,dhsi19
AlyssaA_DHSI,CLKCrompton,dhsi19
goingpostale,HeatherVHill,dhsi19
akhuseby,VicPoetryCaucus,dhsi19
akhuseby,poetry_digital,dhsi19
RavynnKaMia,DHQuarterly,dhsi19
RavynnKaMia,dorothyk98,dhsi19
DHInstitute,davegaertner,dhsi19
DHInstitute,CLKCrompton,dhsi19
Ponca_Found,RavynnKaMia,dhsi19
Ponca_Found,DHQuarterly,dhsi19
Ponca_Found,dorothyk98,dhsi19
goingpostale,RavynnKaMia,dhsi19
goingpostale,DHQuarterly,dhsi19
goingpostale,dorothyk98,dhsi19
RavynnKaMia,DHQuarterly,dhsi19
RavynnKaMia,dorothyk98,dhsi19
knagasaki,paularcurtis,dhsi19
knagasaki,paularcurtis,dhsi19
knagasaki,knagasaki,dhsi19
punctum_books,goingpostale,dhsi19
punctum_books,RavynnKaMia,dhsi19
punctum_books,DHQuarterly,dhsi19
Ponca_Found,davegaertner,dhsi19
Ponca_Found,CLKCrompton,dhsi19
davegaertner,CLKCrompton,dhsi19
RavynnKaMia,DHQuarterly,dhsi19
RavynnKaMia,DHQuarterly,dhsi19
ETCLatUVic,UVSSFelicitas,dhsi19
goingpostale,RavynnKaMia,dhsi19
goingpostale,DHQuarterly,dhsi19
RavynnKaMia,DHQuarterly,dhsi19
goingpostale,RavynnKaMia,dhsi19
goingpostale,DHQuarterly,dhsi19
davegaertner,arungapatchka,dhsi19
davegaertner,AnneliseDowd,dhsi19
davegaertner,davegaertner,dhsi19
davegaertner,CIGIonline,dhsi19
dgrigar,LudicScribbler,dhsi19
dgrigar,JudyMalloy,dhsi19
dgrigar,eliterature,dhsi19
dgrigar,ELitLab,dhsi19
ELitLab,Gaymerbrarian,dhsi19
RavynnKaMia,DHQuarterly,dhsi19
lisejaillant,unsf_lorekeeper,dhsi19
HeatherVHill,chris_friend,dhsi19
HeatherVHill,AsaoBInoue,dhsi19
anitaconchita,AnneliseDowd,dhsi19
anitaconchita,davegaertner,dhsi19
Gaymerbrarian,DHSI_fern,dhsi19
goingpostale,HeatherVHill,dhsi19
TheStacksCat,AnneliseDowd,dhsi19
TheStacksCat,davegaertner,dhsi19
HeatherVHill,Ponca_Found,dhsi19
dorothyk98,Ponca_Found,dhsi19
dorothyk98,RavynnKaMia,dhsi19
dorothyk98,CCP_org,dhsi19
dorothyk98,profwernimont,dhsi19
dorothyk98,RavynnKaMia,dhsi19
dorothyk98,AnneliseDowd,dhsi19
dorothyk98,davegaertner,dhsi19
ETCLatUVic,ManifoldScholar,dhsi19
ETCLatUVic,krysiamichael,dhsi19
profwernimont,RavynnKaMia,dhsi19
arungapatchka,AnneliseDowd,dhsi19
arungapatchka,davegaertner,dhsi19
arungapatchka,CIGIonline,dhsi19
RavynnKaMia,CCP_org,dhsi19
Ponca_Found,arungapatchka,dhsi19
RavynnKaMia,dorothyk98,dhsi19
RavynnKaMia,CCP_org,dhsi19
RavynnKaMia,lizlosh,dhsi19
erinannmcc,DJWrisley,dhsi19
goingpostale,RavynnKaMia,dhsi19
DHInstitute,ManifoldScholar,dhsi19
DHInstitute,krysiamichael,dhsi19
Doggos_Bot,yclepit,dhsi19
Doggos_Bot,ecava12,dhsi19
Doggos_Bot,drupal,dhsi19
yclepit,ecava12,dhsi19
yclepit,drupal,dhsi19
DHInstitute,dorothyk98,dhsi19
DHInstitute,dorothyk98,dhsi19
Ponca_Found,HeatherVHill,dhsi19
Ponca_Found,chris_friend,dhsi19
ManifoldScholar,krysiamichael,dhsi19
RavynnKaMia,dorothyk98,dhsi19
Ponca_Found,AnneliseDowd,dhsi19
Ponca_Found,davegaertner,dhsi19
DHInstitute,Gaymerbrarian,dhsi19
RavynnKaMia,LiveMoveBe,dhsi19
HeatherVHill,Ponca_Found,dhsi19
HeatherVHill,chris_friend,dhsi19
michelethetweet,anitaconchita,dhsi19
zomigirasol,paularcurtis,dhsi19
zomigirasol,rois_codh,dhsi19
Ponca_Found,HeatherVHill,dhsi19
Ponca_Found,chris_friend,dhsi19
HeatherVHill,chris_friend,dhsi19
Ponca_Found,RavynnKaMia,dhsi19
Ponca_Found,dorothyk98,dhsi19
Gaymerbrarian,AnneliseDowd,dhsi19
Gaymerbrarian,davegaertner,dhsi19
RavynnKaMia,dorothyk98,dhsi19
mrchristian99,force11rescomm,dhsi19
mdphlse,morganluu,dhsi19
HeatherVHill,chris_friend,dhsi19
LudicScribbler,Gaymerbrarian,dhsi19
LudicScribbler,LudicScribbler,dhsi19
AnneliseDowd,davegaertner,dhsi19
Gaymerbrarian,LudicScribbler,dhsi19
Gaymerbrarian,ELitLab,dhsi19
paularcurtis,knagasaki,dhsi19
Gaymerbrarian,jbyszuk,dhsi19
Ponca_Found,Gaymerbrarian,dhsi19
HeatherVHill,hypervisible,dhsi19
HeatherVHill,hypervisible,dhsi19
chris_friend,HeatherVHill,dhsi19
chris_friend,HybridPod,dhsi19
chris_friend,actualham,dhsi19
Ponca_Found,michelethetweet,dhsi19
Real_Person_DH,Laura_Estill,dhsi19
Real_Person_DH,davegaertner,dhsi19
goingpostale,HeatherVHill,dhsi19
Ponca_Found,dorothyk98,dhsi19
chris_friend,hypervisible,dhsi19
Laura_Estill,davegaertner,dhsi19
Laura_Estill,CLKCrompton,dhsi19
tatatrapita,DianaPalardy,dhsi19
tatatrapita,tatatrapita,dhsi19
tatatrapita,revista_hd,dhsi19
tatatrapita,HdigitalesAL,dhsi19
tatatrapita,dhnow,dhsi19
DireJackalope,morganluu,dhsi19
AlyssaA_DHSI,leahhenrickson,dhsi19
AlyssaA_DHSI,morganluu,dhsi19
AlyssaA_DHSI,RavynnKaMia,dhsi19
AlyssaA_DHSI,Gaymerbrarian,dhsi19
Real_Person_DH,kathlsullivan,dhsi19
Real_Person_DH,CokieRoberts,dhsi19
Real_Person_DH,kathlsullivan,dhsi19
Real_Person_DH,CokieRoberts,dhsi19
JenProf,AlternateDhsis,dhsi19
JenProf,DHSI_Bunny,dhsi19
morganluu,randaelka,dhsi19
morganluu,DJWrisley,dhsi19
Gaymerbrarian,Gaymerbrarian,dhsi19
kathlsullivan,CokieRoberts,dhsi19
dorothyk98,profwernimont,dhsi19
dorothyk98,angeldnieves,dhsi19
dorothyk98,dorothyk98,dhsi19
dorothyk98,RavynnKaMia,dhsi19
dorothyk98,anitaconchita,dhsi19
dorothyk98,NazcaTheMad,dhsi19
profwernimont,angeldnieves,dhsi19
profwernimont,dorothyk98,dhsi19
profwernimont,RavynnKaMia,dhsi19
profwernimont,anitaconchita,dhsi19
profwernimont,NazcaTheMad,dhsi19
Libitina2,RavynnKaMia,dhsi19
Libitina2,RavynnKaMia,dhsi19
Libitina2,RavynnKaMia,dhsi19
ColumbiaDS,psmyth01,dhsi19
gwilymeades,dorothyk98,dhsi19
_dmh,jbyszuk,dhsi19
DJWrisley,symulation,dhsi19
hypermax,paularcurtis,dhsi19
hypermax,rois_codh,dhsi19
BridgetWhearty,goingpostale,dhsi19
the_damn_muteKi,unsf_lorekeeper,dhsi19
dorothyk98,RavynnKaMia,dhsi19
dorothyk98,RavynnKaMia,dhsi19
dorothyk98,RavynnKaMia,dhsi19
dorothyk98,RavynnKaMia,dhsi19
dorothyk98,unsf_lorekeeper,dhsi19
dorothyk98,Ponca_Found,dhsi19
dorothyk98,Ponca_Found,dhsi19
dorothyk98,Ponca_Found,dhsi19
dorothyk98,Ponca_Found,dhsi19
dorothyk98,Ponca_Found,dhsi19
dorothyk98,Ponca_Found,dhsi19
dorothyk98,Ponca_Found,dhsi19
dorothyk98,Ponca_Found,dhsi19
dorothyk98,kshpatel,dhsi19
dorothyk98,kshpatel,dhsi19
dorothyk98,profwernimont,dhsi19
digi_hammurabi,leahhenrickson,dhsi19
st3ph3n6,st3ph3n6,dhsi19
st3ph3n6,st3ph3n6,dhsi19
st3ph3n6,DigitalLeadersA,dhsi19
jo_frankie,Gaymerbrarian,dhsi19
jo_frankie,Gaymerbrarian,dhsi19
janniaragon,ETCLatUVic,dhsi19
janniaragon,davegaertner,dhsi19
kieraobbard,leahhenrickson,dhsi19
DigtalHumanatee,leahhenrickson,dhsi19
Berenike,leahhenrickson,dhsi19
ETCLatUVic,leahhenrickson,dhsi19
ETCLatUVic,arungapatchka,dhsi19
ETCLatUVic,davegaertner,dhsi19
friede,leahhenrickson,dhsi19
JenProf,leahhenrickson,dhsi19
jonheggestad,ArchivistXicanx,dhsi19
ETCLatUVic,lindseyseatter,dhsi19
JenProf,EllaKHoward,dhsi19
zzzelch,paularcurtis,dhsi19
JenProf,randa_tawil,dhsi19
mak_goto,paularcurtis,dhsi19
UVicFran,LangMaverick,dhsi19
UVicFran,uvic,dhsi19
kate_thornhill,arungapatchka,dhsi19
kate_thornhill,kate_thornhill,dhsi19
kate_thornhill,ubiquity75,dhsi19
khepworth,keyofnight,dhsi19
khepworth,mauvepg,dhsi19
khepworth,frerejones,dhsi19
randa_tawil,dorothyk98,dhsi19
randa_tawil,RavynnKaMia,dhsi19
Oshu_ILC,paularcurtis,dhsi19
Oshu_ILC,rois_codh,dhsi19
knagasaki,paularcurtis,dhsi19
knagasaki,paularcurtis,dhsi19
jefflawlercsulb,criticalplayorg,dhsi19
blkatlanticCDN,RavynnKaMia,dhsi19
KKODonnell,lindseyseatter,dhsi19
KKODonnell,lindseyseatter,dhsi19
mrjeffu,paularcurtis,dhsi19
mrjeffu,rois_codh,dhsi19
JHMorris89,paularcurtis,dhsi19
JHMorris89,rois_codh,dhsi19
ReEnvisionJapan,paularcurtis,dhsi19
ReEnvisionJapan,KitamotoAsanobu,dhsi19
ReEnvisionJapan,paularcurtis,dhsi19
ReEnvisionJapan,KitamotoAsanobu,dhsi19
leahhenrickson,HeatherVHill,dhsi19
leahhenrickson,leahhendrickson,dhsi19
leahhenrickson,Gaymerbrarian,dhsi19
leahhenrickson,leahhenrickson,dhsi19
leahhenrickson,jbyszuk,dhsi19
leahhenrickson,Gaymerbrarian,dhsi19
leahhenrickson,leahhenrickson,dhsi19
Gaymerbrarian,unsf_lorekeeper,dhsi19
verogomezphd,HeatherVHill,dhsi19
verogomezphd,leahhendrickson,dhsi19
verogomezphd,leahhendrickson,dhsi19
verogomezphd,HeatherVHill,dhsi19
verogomezphd,leahhendrickson,dhsi19
verogomezphd,leahhendrickson,dhsi19
RavynnKaMia,lindseyseatter,dhsi19
HeatherVHill,leahhendrickson,dhsi19
HeatherVHill,leahhenrickson,dhsi19
friede,Gaymerbrarian,dhsi19
friede,leahhenrickson,dhsi19
friede,lindseyseatter,dhsi19
Gaymerbrarian,leahhenrickson,dhsi19
kshpatel,praymurray,dhsi19
kshpatel,JessicaRajko,dhsi19
Gaymerbrarian,leahhenrickson,dhsi19
DireJackalope,goingpostale,dhsi19
DireJackalope,leahhenrickson,dhsi19
Gaymerbrarian,HeatherVHill,dhsi19
Gaymerbrarian,leahhendrickson,dhsi19
Gaymerbrarian,leahhendrickson,dhsi19
HeatherVHill,leahhendrickson,dhsi19
HeatherVHill,leahhendrickson,dhsi19
Gaymerbrarian,leahhenrickson,dhsi19
goingpostale,leahhenrickson,dhsi19
Gaymerbrarian,leahhenrickson,dhsi19
JenProf,goingpostale,dhsi19
JenProf,leahhenrickson,dhsi19
HeatherVHill,leahhendrickson,dhsi19
HeatherVHill,leahhendrickson,dhsi19
lindseyseatter,goingpostale,dhsi19
lindseyseatter,leahhenrickson,dhsi19
Gaymerbrarian,goingpostale,dhsi19
Gaymerbrarian,leahhenrickson,dhsi19
goingpostale,leahhenrickson,dhsi19
DianaPalardy,tatatrapita,dhsi19
DianaPalardy,revista_hd,dhsi19
DianaPalardy,HdigitalesAL,dhsi19
DianaPalardy,dhnow,dhsi19
goingpostale,leahhenrickson,dhsi19
HeatherVHill,leahhendrickson,dhsi19
HeatherVHill,leahhendrickson,dhsi19
Gaymerbrarian,leahhenrickson,dhsi19
goingpostale,leahhenrickson,dhsi19
HeatherVHill,leahhendrickson,dhsi19
HalHinderliter,ethicaledtech,dhsi19
harmonygritz,ethicaledtech,dhsi19
Nicosia_Marissa,profwernimont,dhsi19
DHSI_fern,lindseyseatter,dhsi19
DHSI_fern,j0_0n,dhsi19
DHSI_fern,kieraobbard,dhsi19
Hebemania,HeatherVHill,dhsi19
dgrigar,lindseyseatter,dhsi19
leahhenrickson,ETCLatUVic,dhsi19
akmael46,paularcurtis,dhsi19
akmael46,rois_codh,dhsi19
DHInstitute,profwernimont,dhsi19
AlyssaA_DHSI,KKODonnell,dhsi19
AlyssaA_DHSI,KKODonnell,dhsi19
Hebemania,arungapatchka,dhsi19
Hebemania,Pixar,dhsi19
DHInstitute,KKODonnell,dhsi19
unsf_lorekeeper,Gaymerbrarian,dhsi19
DHInstitute,ETCLatUVic,dhsi19
DHInstitute,UVIC_GSS,dhsi19
AlyssaA_DHSI,ETCLatUVic,dhsi19
AlyssaA_DHSI,UVIC_GSS,dhsi19
goingpostale,RavynnKaMia,dhsi19
unsf_lorekeeper,arungapatchka,dhsi19
unsf_lorekeeper,Pixar,dhsi19
GuyEmersonMount,friede,dhsi19
GuyEmersonMount,leighthinks,dhsi19
satoshiori1,paularcurtis,dhsi19
satoshiori1,KitamotoAsanobu,dhsi19
LetsBanquet,paularcurtis,dhsi19
LetsBanquet,rois_codh,dhsi19
satoshiori1,paularcurtis,dhsi19
satoshiori1,rois_codh,dhsi19
satoshiori1,paularcurtis,dhsi19
satoshiori1,rois_codh,dhsi19
arungapatchka,Pixar,dhsi19
AnnPedtke,mckinniburgh,dhsi19
AnnPedtke,psmyth01,dhsi19
AnnPedtke,DHSI_fern,dhsi19
AnnPedtke,j0_0n,dhsi19
Gaymerbrarian,RavynnKaMia,dhsi19
Gaymerbrarian,FemTechNet,dhsi19
Gaymerbrarian,dorothyk98,dhsi19
Gaymerbrarian,tressiemcphd,dhsi19
Gaymerbrarian,profgabrielle,dhsi19
Gaymerbrarian,tayleighlamb,dhsi19
Gaymerbrarian,BlackYouthProj,dhsi19
Gaymerbrarian,BlkGirlDoesGrad,dhsi19
Ponca_Found,arungapatchka,dhsi19
Ponca_Found,MatthewVoll,dhsi19
Brett_Fujioka,paularcurtis,dhsi19
Brett_Fujioka,rois_codh,dhsi19
arungapatchka,MatthewVoll,dhsi19
arungapatchka,MatthewVoll,dhsi19
goingpostale,RavynnKaMia,dhsi19
goingpostale,FemTechNet,dhsi19
goingpostale,dorothyk98,dhsi19
goingpostale,tressiemcphd,dhsi19
goingpostale,profgabrielle,dhsi19
goingpostale,tayleighlamb,dhsi19
goingpostale,BlackYouthProj,dhsi19
goingpostale,BlkGirlDoesGrad,dhsi19
RyanMHorne,ethicaledtech,dhsi19
ETCLatUVic,UVIC_GSS,dhsi19
RavynnKaMia,FemTechNet,dhsi19
RavynnKaMia,dorothyk98,dhsi19
RavynnKaMia,tressiemcphd,dhsi19
RavynnKaMia,profgabrielle,dhsi19
RavynnKaMia,tayleighlamb,dhsi19
RavynnKaMia,BlackYouthProj,dhsi19
RavynnKaMia,BlkGirlDoesGrad,dhsi19
Gaymerbrarian,RavynnKaMia,dhsi19
Gaymerbrarian,FemTechNet,dhsi19
Gaymerbrarian,dorothyk98,dhsi19
Gaymerbrarian,tressiemcphd,dhsi19
Gaymerbrarian,profgabrielle,dhsi19
Gaymerbrarian,tayleighlamb,dhsi19
Gaymerbrarian,BlackYouthProj,dhsi19
Gaymerbrarian,BlkGirlDoesGrad,dhsi19
RavynnKaMia,FemTechNet,dhsi19
RavynnKaMia,dorothyk98,dhsi19
RavynnKaMia,tressiemcphd,dhsi19
RavynnKaMia,profgabrielle,dhsi19
RavynnKaMia,tayleighlamb,dhsi19
RavynnKaMia,BlackYouthProj,dhsi19
RavynnKaMia,BlkGirlDoesGrad,dhsi19
arungapatchka,amivavanaty,dhsi19
RavynnKaMia,FemTechNet,dhsi19
RavynnKaMia,dorothyk98,dhsi19
RavynnKaMia,tressiemcphd,dhsi19
RavynnKaMia,profgabrielle,dhsi19
RavynnKaMia,tayleighlamb,dhsi19
RavynnKaMia,BlackYouthProj,dhsi19
erinroseglass,ethicaledtech,dhsi19
yclepit,azusata,dhsi19
yclepit,morganluu,dhsi19
yclepit,Malentendre,dhsi19
RavynnKaMia,FemTechNet,dhsi19
RavynnKaMia,dorothyk98,dhsi19
RavynnKaMia,tressiemcphd,dhsi19
RavynnKaMia,profgabrielle,dhsi19
RavynnKaMia,tayleighlamb,dhsi19
RavynnKaMia,BlackYouthProj,dhsi19
AnnPedtke,DHSI_fern,dhsi19
AnnPedtke,j0_0n,dhsi19
AnnPedtke,DHSI_fern,dhsi19
AnnPedtke,j0_0n,dhsi19
Adamson_CW,VicPoetryCaucus,dhsi19
Adamson_CW,poetry_digital,dhsi19
RavynnKaMia,friede,dhsi19
RavynnKaMia,RavynnKaMia,dhsi19
friede,RavynnKaMia,dhsi19
friede,Gaymerbrarian,dhsi19
rois_codh,paularcurtis,dhsi19
rois_codh,KitamotoAsanobu,dhsi19
rois_codh,paularcurtis,dhsi19
rois_codh,rois_codh,dhsi19
rois_codh,paularcurtis,dhsi19
rois_codh,rois_codh,dhsi19
arungapatchka,Gaymerbrarian,dhsi19
arungapatchka,arungapatchka,dhsi19
JocHargrave,friede,dhsi19
JenProf,symulation,dhsi19
st3ph3n6,st3ph3n6,dhsi19
MCorbettWilson,RavynnKaMia,dhsi19
MCorbettWilson,profwernimont,dhsi19
Gaymerbrarian,gabrielehayden,dhsi19
Gaymerbrarian,arungapatchka,dhsi19
MCorbettWilson,Gaymerbrarian,dhsi19
MCorbettWilson,ELitLab,dhsi19
profgabrielle,RavynnKaMia,dhsi19
profgabrielle,FemTechNet,dhsi19
profgabrielle,dorothyk98,dhsi19
profgabrielle,tressiemcphd,dhsi19
profgabrielle,profgabrielle,dhsi19
profgabrielle,tayleighlamb,dhsi19
profgabrielle,BlackYouthProj,dhsi19
Gaymerbrarian,ELitLab,dhsi19
Hebemania,arungapatchka,dhsi19
Hebemania,Ponca_Found,dhsi19
janniaragon,VicPoetryCaucus,dhsi19
janniaragon,poetry_digital,dhsi19
poetry_digital,VicPoetryCaucus,dhsi19
poetry_digital,poetry_digital,dhsi19
alisonfchapman,VicPoetryCaucus,dhsi19
alisonfchapman,poetry_digital,dhsi19
Brett_Fujioka,paularcurtis,dhsi19
Brett_Fujioka,KitamotoAsanobu,dhsi19
Gaymerbrarian,jbyszuk,dhsi19
Gaymerbrarian,jbyszuk,dhsi19
VicPoetryCaucus,poetry_digital,dhsi19
AlyssaA_DHSI,DHIL_SFU,dhsi19
anitaconchita,histoftech,dhsi19
anitaconchita,FredTJoseph,dhsi19
anitaconchita,mitpress,dhsi19
techairos,arungapatchka,dhsi19
DHInstitute,Gaymerbrarian,dhsi19
DHInstitute,ETCLatUVic,dhsi19
DHInstitute,randaelka,dhsi19
knagasaki,paularcurtis,dhsi19
knagasaki,rois_codh,dhsi19
DHInstitute,ETCLatUVic,dhsi19
RavynnKaMia,jcaroccio,dhsi19
RavynnKaMia,FemTechNet,dhsi19
RavynnKaMia,dorothyk98,dhsi19
RavynnKaMia,tressiemcphd,dhsi19
RavynnKaMia,profgabrielle,dhsi19
RavynnKaMia,tayleighlamb,dhsi19
RavynnKaMia,BlackYouthProj,dhsi19
AlyssaA_DHSI,ETCLatUVic,dhsi19
jcaroccio,RavynnKaMia,dhsi19
jcaroccio,FemTechNet,dhsi19
jcaroccio,dorothyk98,dhsi19
jcaroccio,tressiemcphd,dhsi19
jcaroccio,profgabrielle,dhsi19
jcaroccio,tayleighlamb,dhsi19
jcaroccio,BlackYouthProj,dhsi19
jcaroccio,FemTechNet,dhsi19
paularcurtis,rois_codh,dhsi19
arungapatchka,RavynnKaMia,dhsi19
arungapatchka,FemTechNet,dhsi19
arungapatchka,dorothyk98,dhsi19
arungapatchka,tressiemcphd,dhsi19
arungapatchka,profgabrielle,dhsi19
arungapatchka,tayleighlamb,dhsi19
arungapatchka,BlackYouthProj,dhsi19
RavynnKaMia,FemTechNet,dhsi19
RavynnKaMia,dorothyk98,dhsi19
RavynnKaMia,tressiemcphd,dhsi19
RavynnKaMia,profgabrielle,dhsi19
RavynnKaMia,tayleighlamb,dhsi19
RavynnKaMia,BlackYouthProj,dhsi19
arungapatchka,Apple,dhsi19
super_von,RavynnKaMia,dhsi19
super_von,FemTechNet,dhsi19
super_von,dorothyk98,dhsi19
super_von,tressiemcphd,dhsi19
super_von,profgabrielle,dhsi19
super_von,tayleighlamb,dhsi19
super_von,BlackYouthProj,dhsi19
super_von,FemTechNet,dhsi19
unsf_lorekeeper,arungapatchka,dhsi19
Real_Person_DH,AsylumLibraries,dhsi19
Real_Person_DH,uvic,dhsi19
knagasaki,paularcurtis,dhsi19
knagasaki,rois_codh,dhsi19
AlyssaA_DHSI,unsf_lorekeeper,dhsi19
AlyssaA_DHSI,Gaymerbrarian,dhsi19
AlyssaA_DHSI,profwernimont,dhsi19
RavynnKaMia,profwernimont,dhsi19
AsylumLibraries,uvic,dhsi19
AlyssaA_DHSI,DHInstitute,dhsi19
AlyssaA_DHSI,GhostProf,dhsi19
iaidoka1,paularcurtis,dhsi19
iaidoka1,rois_codh,dhsi19
ETCLatUVic,randaelka,dhsi19
janniaragon,alisonfchapman,dhsi19
janniaragon,VicPoetryCaucus,dhsi19
janniaragon,poetry_digital,dhsi19
janniaragon,sarahkarlsonn,dhsi19
janniaragon,kaileyfukushima,dhsi19
paularcurtis,rois_codh,dhsi19
poetry_digital,alisonfchapman,dhsi19
poetry_digital,VicPoetryCaucus,dhsi19
poetry_digital,poetry_digital,dhsi19
poetry_digital,sarahkarlsonn,dhsi19
poetry_digital,kaileyfukushima,dhsi19
alisonfchapman,VicPoetryCaucus,dhsi19
alisonfchapman,poetry_digital,dhsi19
alisonfchapman,sarahkarlsonn,dhsi19
alisonfchapman,kaileyfukushima,dhsi19
ubiquity75,kate_thornhill,dhsi19
ubiquity75,ubiquity75,dhsi19
goingpostale,HeatherVHill,dhsi19
HeatherVHill,arungapatchka,dhsi19
HeatherVHill,kate_thornhill,dhsi19
HeatherVHill,ubiquity75,dhsi19
arungapatchka,kate_thornhill,dhsi19
arungapatchka,ubiquity75,dhsi19
psmyth01,mckinniburgh,dhsi19
psmyth01,psmyth01,dhsi19
psmyth01,DHSI_fern,dhsi19
Phusaza,Ponca_Found,dhsi19
kate_thornhill,ubiquity75,dhsi19
arungapatchka,HeatherVHill,dhsi19
arungapatchka,hypervisible,dhsi19
RavynnKaMia,profwernimont,dhsi19
fiddlerseggs,profwernimont,dhsi19
BlackYouthProj,RavynnKaMia,dhsi19
BlackYouthProj,FemTechNet,dhsi19
BlackYouthProj,dorothyk98,dhsi19
BlackYouthProj,tressiemcphd,dhsi19
BlackYouthProj,profgabrielle,dhsi19
BlackYouthProj,tayleighlamb,dhsi19
BlackYouthProj,BlackYouthProj,dhsi19
RavynnKaMia,profwernimont,dhsi19
ProvAtlantic,RavynnKaMia,dhsi19
ProvAtlantic,profwernimont,dhsi19
tayleighlamb,RavynnKaMia,dhsi19
tayleighlamb,FemTechNet,dhsi19
tayleighlamb,dorothyk98,dhsi19
tayleighlamb,tressiemcphd,dhsi19
tayleighlamb,profgabrielle,dhsi19
tayleighlamb,tayleighlamb,dhsi19
tayleighlamb,BlackYouthProj,dhsi19
Hebemania,kshpatel,dhsi19
Hebemania,NazcaTheMad,dhsi19
Hebemania,anitaconchita,dhsi19
ETCLatUVic,LangMaverick,dhsi19
ETCLatUVic,uvic,dhsi19
lisejaillant,kieraobbard,dhsi19
RavynnKaMia,profwernimont,dhsi19
profwernimont,RavynnKaMia,dhsi19
Ponca_Found,RavynnKaMia,dhsi19
Ponca_Found,FemTechNet,dhsi19
Ponca_Found,dorothyk98,dhsi19
Ponca_Found,tressiemcphd,dhsi19
Ponca_Found,profgabrielle,dhsi19
Ponca_Found,tayleighlamb,dhsi19
Ponca_Found,BlackYouthProj,dhsi19
Ponca_Found,FemTechNet,dhsi19
Ponca_Found,RavynnKaMia,dhsi19
Ponca_Found,FemTechNet,dhsi19
Ponca_Found,dorothyk98,dhsi19
Ponca_Found,tressiemcphd,dhsi19
Ponca_Found,profgabrielle,dhsi19
Ponca_Found,tayleighlamb,dhsi19
Ponca_Found,BlackYouthProj,dhsi19
Ponca_Found,FemTechNet,dhsi19
RavynnKaMia,FemTechNet,dhsi19
RavynnKaMia,dorothyk98,dhsi19
RavynnKaMia,tressiemcphd,dhsi19
RavynnKaMia,profgabrielle,dhsi19
RavynnKaMia,tayleighlamb,dhsi19
RavynnKaMia,BlackYouthProj,dhsi19
RavynnKaMia,FemTechNet,dhsi19
Ponca_Found,Ponca_Found,dhsi19
knagasaki,paularcurtis,dhsi19
knagasaki,KitamotoAsanobu,dhsi19
RavynnKaMia,FemTechNet,dhsi19
RavynnKaMia,dorothyk98,dhsi19
RavynnKaMia,tressiemcphd,dhsi19
RavynnKaMia,profgabrielle,dhsi19
RavynnKaMia,tayleighlamb,dhsi19
tlecaque,RavynnKaMia,dhsi19
goingpostale,HeatherVHill,dhsi19
chris_friend,hypervisible,dhsi19
friede,RavynnKaMia,dhsi19
friede,FemTechNet,dhsi19
friede,dorothyk98,dhsi19
friede,tressiemcphd,dhsi19
